0.000000e+00 	 9.540626e-03 	 0.000000e+00 	 inf
9.900990e-03 	 1.908125e-02 	 9.900502e-03 	 9.273015e-01
1.980198e-02 	 2.861893e-02 	 1.979805e-02 	 4.455430e-01
2.970297e-02 	 3.815062e-02 	 2.968960e-02 	 2.849825e-01
3.960396e-02 	 4.767323e-02 	 3.957207e-02 	 2.047192e-01
4.950495e-02 	 5.718356e-02 	 4.944225e-02 	 1.565728e-01
5.940594e-02 	 6.667834e-02 	 5.929687e-02 	 1.244833e-01
6.930693e-02 	 7.615422e-02 	 6.913258e-02 	 1.015677e-01
7.920792e-02 	 8.560774e-02 	 7.894593e-02 	 8.438445e-02
8.910891e-02 	 9.503538e-02 	 8.873339e-02 	 7.102162e-02
9.900990e-02 	 1.044335e-01 	 9.849135e-02 	 6.033196e-02
1.089109e-01 	 1.137985e-01 	 1.082161e-01 	 5.158541e-02
1.188119e-01 	 1.231264e-01 	 1.179038e-01 	 4.429522e-02
1.287129e-01 	 1.324134e-01 	 1.275506e-01 	 3.812436e-02
1.386139e-01 	 1.416555e-01 	 1.371525e-01 	 3.283210e-02
1.485149e-01 	 1.508486e-01 	 1.467054e-01 	 2.824185e-02
1.584158e-01 	 1.599886e-01 	 1.562051e-01 	 2.422115e-02
1.683168e-01 	 1.690711e-01 	 1.656474e-01 	 2.066868e-02
1.782178e-01 	 1.780917e-01 	 1.750277e-01 	 1.750560e-02
1.881188e-01 	 1.870460e-01 	 1.843417e-01 	 1.466965e-02
1.980198e-01 	 1.959293e-01 	 1.935848e-01 	 1.211097e-02
2.079208e-01 	 2.047369e-01 	 2.027521e-01 	 9.789191e-03
2.178218e-01 	 2.134640e-01 	 2.118390e-01 	 7.671246e-03
2.277228e-01 	 2.221057e-01 	 2.208404e-01 	 5.729786e-03
2.376238e-01 	 2.306569e-01 	 2.297513e-01 	 3.941988e-03
2.475248e-01 	 2.391125e-01 	 2.385665e-01 	 2.288651e-03
2.574257e-01 	 2.474672e-01 	 2.472808e-01 	 7.534925e-04
2.673267e-01 	 2.557155e-01 	 2.558888e-01 	 6.773911e-04
2.772277e-01 	 2.638519e-01 	 2.643849e-01 	 2.015953e-03
2.871287e-01 	 2.718708e-01 	 2.727634e-01 	 3.272533e-03
2.970297e-01 	 2.797664e-01 	 2.810187e-01 	 4.456133e-03
3.069307e-01 	 2.875329e-01 	 2.891447e-01 	 5.574630e-03
3.168317e-01 	 2.951640e-01 	 2.971355e-01 	 6.634959e-03
3.267327e-01 	 3.026538e-01 	 3.049849e-01 	 7.643258e-03
3.366337e-01 	 3.099958e-01 	 3.126865e-01 	 8.604984e-03
3.465347e-01 	 3.171837e-01 	 3.202339e-01 	 9.525021e-03
3.564356e-01 	 3.242108e-01 	 3.276206e-01 	 1.040776e-02
3.663366e-01 	 3.310703e-01 	 3.348397e-01 	 1.125716e-02
3.762376e-01 	 3.377555e-01 	 3.418844e-01 	 1.207683e-02
3.861386e-01 	 3.442593e-01 	 3.487478e-01 	 1.287006e-02
3.960396e-01 	 3.505746e-01 	 3.554225e-01 	 1.363986e-02
4.059406e-01 	 3.566939e-01 	 3.619013e-01 	 1.438904e-02
4.158416e-01 	 3.626098e-01 	 3.681767e-01 	 1.512018e-02
4.257426e-01 	 3.683146e-01 	 3.742410e-01 	 1.583570e-02
4.356436e-01 	 3.738006e-01 	 3.800864e-01 	 1.653788e-02
4.455446e-01 	 3.790598e-01 	 3.857051e-01 	 1.722889e-02
4.554455e-01 	 3.840840e-01 	 3.910887e-01 	 1.791076e-02
4.653465e-01 	 3.888649e-01 	 3.962290e-01 	 1.858549e-02
4.752475e-01 	 3.933941e-01 	 4.011176e-01 	 1.925498e-02
4.851485e-01 	 3.976629e-01 	 4.057458e-01 	 1.992109e-02
4.950495e-01 	 4.016624e-01 	 4.101047e-01 	 2.058564e-02
5.049505e-01 	 4.053836e-01 	 4.141853e-01 	 2.125045e-02
5.148515e-01 	 4.088174e-01 	 4.179784e-01 	 2.191731e-02
5.247525e-01 	 4.119544e-01 	 4.214747e-01 	 2.258804e-02
5.346535e-01 	 4.147849e-01 	 4.246645e-01 	 2.326447e-02
5.445545e-01 	 4.172992e-01 	 4.275380e-01 	 2.394847e-02
5.544554e-01 	 4.194873e-01 	 4.300854e-01 	 2.464198e-02
5.643564e-01 	 4.213390e-01 	 4.322965e-01 	 2.534699e-02
5.742574e-01 	 4.228441e-01 	 4.341607e-01 	 2.606559e-02
5.841584e-01 	 4.239918e-01 	 4.356677e-01 	 2.679996e-02
5.940594e-01 	 4.247714e-01 	 4.368065e-01 	 2.755243e-02
6.039604e-01 	 4.251719e-01 	 4.375662e-01 	 2.832547e-02
6.138614e-01 	 4.251821e-01 	 4.379355e-01 	 2.912172e-02
6.237624e-01 	 4.247905e-01 	 4.379030e-01 	 2.994403e-02
6.336634e-01 	 4.239854e-01 	 4.374571e-01 	 3.079551e-02
6.435644e-01 	 4.227549e-01 	 4.365858e-01 	 3.167951e-02
6.534653e-01 	 4.210870e-01 	 4.352769e-01 	 3.259974e-02
6.633663e-01 	 4.189692e-01 	 4.335182e-01 	 3.356027e-02
6.732673e-01 	 4.163889e-01 	 4.312970e-01 	 3.456560e-02
6.831683e-01 	 4.133333e-01 	 4.286004e-01 	 3.562075e-02
6.930693e-01 	 4.097893e-01 	 4.254154e-01 	 3.673134e-02
7.029703e-01 	 4.057435e-01 	 4.217285e-01 	 3.790368e-02
7.128713e-01 	 4.011822e-01 	 4.175263e-01 	 3.914491e-02
7.227723e-01 	 3.960918e-01 	 4.127947e-01 	 4.046314e-02
7.326733e-01 	 3.904579e-01 	 4.075198e-01 	 4.186764e-02
7.425743e-01 	 3.842662e-01 	 4.016870e-01 	 4.336907e-02
7.524752e-01 	 3.775020e-01 	 3.952817e-01 	 4.497974e-02
